sample_id,rock_type,angle_deg,old_label,new_primary_mode,locus,mechanism,n_points,frac_of_specimen,frac_of_old_label,mixed_flag,mixed_flag_frac,secondary_descriptor,ambiguous,mapping_rule,source,granularity
9,Psammitic schist,15.0,mixed,no_failure,none,none,24,0.0012296971870676846,0.004628736740597879,False,0.0,MS-MT,True,"old='mixed' (mechanism-only; legacy classifier collapsed locus via max(R_mat, R_wp) before labeling) -> new='no_failure': locus/mechanism resolved directly from the same underlying stress state by failure_mode_map_4class; old label alone was locus-ambiguous",cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
9,Psammitic schist,15.0,no_failure,no_failure,none,none,11116,0.569554747143516,1.0,False,0.0,MS-MT,False,old='no_failure' -> new='no_failure'; both classifiers agree the point-wise utility stays below util_min on the same stress state,cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
10,Psammitic schist,30.0,tensile,MT,matrix,tensile,22,0.0011272224214787109,1.0,False,0.0,MS-MT,True,"old='tensile' (mechanism-only; legacy classifier collapsed locus via max(R_mat, R_wp) before labeling) -> new='MT': locus/mechanism resolved directly from the same underlying stress state by failure_mode_map_4class; old label alone was locus-ambiguous",cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
10,Psammitic schist,30.0,shear,WS,weak_plane,shear,630,0.03227955116052672,0.08381003059731276,False,0.43174603174603177,MS-WS,True,"old='shear' (mechanism-only; legacy classifier collapsed locus via max(R_mat, R_wp) before labeling) -> new='WS': locus/mechanism resolved directly from the same underlying stress state by failure_mode_map_4class; old label alone was locus-ambiguous",cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
10,Psammitic schist,30.0,shear,MS,matrix,shear,6033,0.30911513039913924,0.8025808168152189,False,0.05271009448035803,MS-MT,True,"old='shear' (mechanism-only; legacy classifier collapsed locus via max(R_mat, R_wp) before labeling) -> new='MS': locus/mechanism resolved directly from the same underlying stress state by failure_mode_map_4class; old label alone was locus-ambiguous",cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
10,Psammitic schist,30.0,shear,no_failure,none,none,854,0.043756724906491774,0.1136091525874684,False,0.0,MS-WS,True,"old='shear' (mechanism-only; legacy classifier collapsed locus via max(R_mat, R_wp) before labeling) -> new='no_failure': locus/mechanism resolved directly from the same underlying stress state by failure_mode_map_4class; old label alone was locus-ambiguous",cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
10,Psammitic schist,30.0,mixed,MS,matrix,shear,2816,0.144284469949275,1.0,False,0.0,MS-MT,True,"old='mixed' (mechanism-only; legacy classifier collapsed locus via max(R_mat, R_wp) before labeling) -> new='MS': locus/mechanism resolved directly from the same underlying stress state by failure_mode_map_4class; old label alone was locus-ambiguous",cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
10,Psammitic schist,30.0,no_failure,no_failure,none,none,9162,0.4694369011630886,1.0,False,0.0,MS-WS,False,old='no_failure' -> new='no_failure'; both classifiers agree the point-wise utility stays below util_min on the same stress state,cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
11,Psammitic schist,45.0,tensile,MT,matrix,tensile,94,0.004816313982681765,1.0,False,0.0,MS-MT,True,"old='tensile' (mechanism-only; legacy classifier collapsed locus via max(R_mat, R_wp) before labeling) -> new='MT': locus/mechanism resolved directly from the same underlying stress state by failure_mode_map_4class; old label alone was locus-ambiguous",cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
11,Psammitic schist,45.0,shear,WS,weak_plane,shear,1309,0.06706973407798329,0.15470984517196548,True,0.5049656226126814,MS-WS,True,"old='shear' (mechanism-only; legacy classifier collapsed locus via max(R_mat, R_wp) before labeling) -> new='WS': locus/mechanism resolved directly from the same underlying stress state by failure_mode_map_4class; old label alone was locus-ambiguous",cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
11,Psammitic schist,45.0,shear,MS,matrix,shear,6144,0.31480247988932725,0.7261553007918685,False,0.1142578125,MS-MT,True,"old='shear' (mechanism-only; legacy classifier collapsed locus via max(R_mat, R_wp) before labeling) -> new='MS': locus/mechanism resolved directly from the same underlying stress state by failure_mode_map_4class; old label alone was locus-ambiguous",cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
11,Psammitic schist,45.0,shear,no_failure,none,none,1008,0.05164728185684275,0.11913485403616594,False,0.0,MS-WS,True,"old='shear' (mechanism-only; legacy classifier collapsed locus via max(R_mat, R_wp) before labeling) -> new='no_failure': locus/mechanism resolved directly from the same underlying stress state by failure_mode_map_4class; old label alone was locus-ambiguous",cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
11,Psammitic schist,45.0,mixed,MS,matrix,shear,2,0.00010247476558897371,1.0,False,0.0,MS-MT,True,"old='mixed' (mechanism-only; legacy classifier collapsed locus via max(R_mat, R_wp) before labeling) -> new='MS': locus/mechanism resolved directly from the same underlying stress state by failure_mode_map_4class; old label alone was locus-ambiguous",cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
11,Psammitic schist,45.0,no_failure,no_failure,none,none,10960,0.5615617154275759,1.0,False,0.0,MS-WS,False,old='no_failure' -> new='no_failure'; both classifiers agree the point-wise utility stays below util_min on the same stress state,cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
12,Psammitic schist,60.0,tensile,MT,matrix,tensile,92,0.004713839217092791,1.0,False,0.021739130434782608,MT-WT,True,"old='tensile' (mechanism-only; legacy classifier collapsed locus via max(R_mat, R_wp) before labeling) -> new='MT': locus/mechanism resolved directly from the same underlying stress state by failure_mode_map_4class; old label alone was locus-ambiguous",cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
12,Psammitic schist,60.0,shear,WS,weak_plane,shear,1691,0.08664241430547727,0.30331838565022423,False,0.2743938497930219,MS-WS,True,"old='shear' (mechanism-only; legacy classifier collapsed locus via max(R_mat, R_wp) before labeling) -> new='WS': locus/mechanism resolved directly from the same underlying stress state by failure_mode_map_4class; old label alone was locus-ambiguous",cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
12,Psammitic schist,60.0,shear,MS,matrix,shear,2758,0.14131270174719476,0.4947085201793722,False,0.09934735315445975,MS-MT,True,"old='shear' (mechanism-only; legacy classifier collapsed locus via max(R_mat, R_wp) before labeling) -> new='MS': locus/mechanism resolved directly from the same underlying stress state by failure_mode_map_4class; old label alone was locus-ambiguous",cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
12,Psammitic schist,60.0,shear,no_failure,none,none,1126,0.0576932930265922,0.2019730941704036,False,0.0,MS-WS,True,"old='shear' (mechanism-only; legacy classifier collapsed locus via max(R_mat, R_wp) before labeling) -> new='no_failure': locus/mechanism resolved directly from the same underlying stress state by failure_mode_map_4class; old label alone was locus-ambiguous",cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
12,Psammitic schist,60.0,no_failure,no_failure,none,none,13850,0.709637751703643,1.0,False,0.0,MS-WS,False,old='no_failure' -> new='no_failure'; both classifiers agree the point-wise utility stays below util_min on the same stress state,cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
13,Psammitic schist,75.0,tensile,WT,weak_plane,tensile,145,0.007429420505200594,1.0,False,0.027586206896551724,MT-WT,True,"old='tensile' (mechanism-only; legacy classifier collapsed locus via max(R_mat, R_wp) before labeling) -> new='WT': locus/mechanism resolved directly from the same underlying stress state by failure_mode_map_4class; old label alone was locus-ambiguous",cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
13,Psammitic schist,75.0,shear,no_failure,none,none,494,0.025311267100476507,1.0,False,0.0,MS-WS,True,"old='shear' (mechanism-only; legacy classifier collapsed locus via max(R_mat, R_wp) before labeling) -> new='no_failure': locus/mechanism resolved directly from the same underlying stress state by failure_mode_map_4class; old label alone was locus-ambiguous",cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
13,Psammitic schist,75.0,no_failure,no_failure,none,none,18878,0.967259312394323,1.0,False,0.0,MS-MT,False,old='no_failure' -> new='no_failure'; both classifiers agree the point-wise utility stays below util_min on the same stress state,cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
14,Psammitic schist,90.0,tensile,WT,weak_plane,tensile,1109,0.05682225751908593,1.0,False,0.0,MS-WT,True,"old='tensile' (mechanism-only; legacy classifier collapsed locus via max(R_mat, R_wp) before labeling) -> new='WT': locus/mechanism resolved directly from the same underlying stress state by failure_mode_map_4class; old label alone was locus-ambiguous",cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
14,Psammitic schist,90.0,shear,no_failure,none,none,484,0.02479889327253164,1.0,False,0.0,MS-WS,True,"old='shear' (mechanism-only; legacy classifier collapsed locus via max(R_mat, R_wp) before labeling) -> new='no_failure': locus/mechanism resolved directly from the same underlying stress state by failure_mode_map_4class; old label alone was locus-ambiguous",cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
14,Psammitic schist,90.0,mixed,WT,weak_plane,tensile,94,0.004816313982681765,1.0,False,0.0,MS-WT,True,"old='mixed' (mechanism-only; legacy classifier collapsed locus via max(R_mat, R_wp) before labeling) -> new='WT': locus/mechanism resolved directly from the same underlying stress state by failure_mode_map_4class; old label alone was locus-ambiguous",cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
14,Psammitic schist,90.0,no_failure,no_failure,none,none,17830,0.9135625352257006,1.0,False,0.0,MS-WS,False,old='no_failure' -> new='no_failure'; both classifiers agree the point-wise utility stays below util_min on the same stress state,cell38_production_grid,per-specimen aggregate over grid points with r<=0.985R
